,created_at,source,original_text,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,place
1892,2021-06-18 20:40:59+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,en,187,119.0,lZoe7i5,740,2340,False,,,Pennsylvania
1893,2021-06-18 20:41:12+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,,0,,puffingtonpete,1231,2295,,,,Canada
1894,2021-06-18 20:41:12+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","""The judge ordered delivery of 80.2m doses by 27 Sept 2021. To date, AZ has supplied more than 70m doses to the EU &amp; will substantially exceed 80.2m doses by end of June 2021. All other measures sought by the European Commission have been dismissed.""",0.125,0.2916666666666667,en,6,5.0,MaqsDad,235,704,,,,
1895,2021-06-18 20:41:30+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Thursday marks the one-year anniversary of the Extraordinary China-Africa Summit on Solidarity against #COVID19. What has the two sides achieved during the year when the world is overshadowed by #COVID? Here are the views of residents, experts and world leaders #GLOBALink https://t.co/GtTcPwttCq",0.3333333333333333,1.0,en,19,9.0,CacoBrasil2,15363,14510,,,,São Paulo
1896,2021-06-18 20:42:02+00:00,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",,0.0,0.0,,0,,PuneUpdater,88,0,,,,
1897,2021-06-18 20:42:02+00:00,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",,0.0,0.0,,0,,PuneUpdater,88,0,,,,
1898,2021-06-18 20:42:04+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I know it, antivaccine groups redoubling efforts to scare pregnant women (and parents about their adolescent kids). The prediction is that many pregnant women (and adolescents) could contract the delta variant as it accelerates (currently &gt;13% of virus isolates)",0.29166666666666663,0.475,en,155,40.0,vajra21,285,1400,,,,
1899,2021-06-18 20:42:13+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,,0,,mukeshkapila,22267,6875,,,,Global
1900,2021-06-18 20:42:28+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,66,15.0,OratileMogasho1,509,299,,,,📍
1901,2021-06-18 20:42:46+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,2,2.0,SarahMya2000,169,5003,False,,,
1902,2021-06-18 20:42:47+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","As part of a global #COVID19 relief program, @HSIAfrica is supporting @PantheraAfrica, an ethical big cat sanctuary, that cares for big cats &amp; other wildlife, including 🦁 rescued from South Africa’s captive lion breeding industry! https://t.co/RknhLyvJdm",0.08214285714285714,0.28928571428571426,en,87,38.0,carlachrisellis,1138,4231,,,,
1903,2021-06-18 20:43:00+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ontario administered 205,062 #COVID19 vaccines so far today. 84% were 2nd doses.

Thousands of people are essential in making a big vaccine day like this happen. Thank you to all involved.

(Lake Superior III, by Lawren Harris) https://t.co/ApRcF2fyNR",0.15999999999999998,0.4600000000000001,en,3260,212.0,foodfor36427245,1,19,,,,
1904,2021-06-18 20:43:07+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,,0,,maria_vansant,965,1916,False,,,België
1905,2021-06-18 20:43:25+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,68,16.0,NomsaZw,1151,533,,,,South Africa
1906,2021-06-18 20:43:40+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Almost everyone in the U.S. lives within 5 miles of a #COVID19 vaccination site.

Ways to find a COVID-19 vaccine near you: 

🔍 Search https://t.co/2akIUZiFIL
📱 Text your ZIP code to 438829
📞 Call 1-800-232-0233

Visit https://t.co/2akIUZiFIL for more information. https://t.co/rr5GTEBrE6",0.3,0.45,en,338,233.0,OpenMarketingTV,18753,20134,,,,Amsterdam
1907,2021-06-18 20:43:50+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","How do we know #COVID19 vaccines are safe?

CDC &amp; @US_FDA have safety monitoring systems to make sure every vaccine is as safe as possible. One system, VAERS, records adverse events from patients and doctors and can signal a potential safety issue. More: https://t.co/xSe61xdKcE. https://t.co/MEreGYnKPK",0.3333333333333333,0.7314814814814815,en,87,47.0,OpenMarketingTV,18753,20134,,,,Amsterdam
1908,2021-06-18 20:43:56+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","You can get a #COVID19 vaccine and other vaccines, including flu and shingles, at the same visit. You no longer need to wait 14 days between vaccines. Side effects are the same if vaccines are given alone or together. 
 
More about vaccine timing: https://t.co/BV3mN5XdLe. https://t.co/RWrRzhKdEg",0.09375,0.28125,en,152,99.0,OpenMarketingTV,18753,20134,,,,Amsterdam
1909,2021-06-18 20:44:03+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
🔍 Search https://t.co/d2PDWIps8o  
📱Text your ZIP code to 438829  
📞 Call 1-800-232-0233 https://t.co/AMmcMmCtiP",0.5083333333333333,0.7833333333333333,en,822,274.0,OpenMarketingTV,18753,20134,,,,Amsterdam
1910,2021-06-18 20:44:25+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,,0,,mayasdolly,569,3092,False,,,in rubber forever
1911,2021-06-18 20:44:42+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
🔍 Search https://t.co/d2PDWIps8o  
📱Text your ZIP code to 438829  
📞 Call 1-800-232-0233 https://t.co/AMmcMmCtiP",0.5083333333333333,0.7833333333333333,en,823,275.0,NobleJtnalger,58,54,,,,
1912,2021-06-18 20:45:02+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Any politician promoting lockdowns, mask mandates &amp; vaccines as a solution to covid19, are in full support of UN Agenda 21 and the coming one world government, a New World Order.",0.24318181818181817,0.5022727272727273,en,67,25.0,lorrain14602001,261,526,,,,
1913,2021-06-18 20:45:38+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","You can get a #COVID19 vaccine and other vaccines, including flu and shingles, at the same visit. You no longer need to wait 14 days between vaccines. Side effects are the same if vaccines are given alone or together. 
 
More about vaccine timing: https://t.co/BV3mN5XdLe. https://t.co/RWrRzhKdEg",0.09375,0.28125,en,154,100.0,BroadlawnsMed,668,382,,,,"Des Moines, Iowa"
1914,2021-06-18 20:45:53+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","EXC #Adelaide in box seat to host a new #Covid19 vaccine plant, Premier @marshall_steven tells @theTiser as pressure mounts on authorities to secure #coronavirus jab supplies in wake of #AstraZeneca medical advice changes
https://t.co/jxRe0FbEEd",0.1787878787878788,0.3515151515151515,en,6,3.0,_HenryRoss,7,124,,,,"Adelaide, South Australia"
1915,2021-06-18 20:46:05+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","'One data analysis by researchers at UT Austin suggests that it would have been possible to save lives simply by targeting vaccines early on to the ZIP codes hardest-hit by Covid19. In Austin, as in many places, those same ZIP codes are also the poorest'
https://t.co/7X9SZM3dkR",0.12,0.4564285714285715,en,8,5.0,HTLVnet,537,889,,,,"Washington, D.C."
1916,2021-06-18 20:46:21+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,en,42,7.0,Simo07827689,1056,396,,,,
1917,2021-06-18 20:46:35+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,189,120.0,yximiyx,300,417,False,,,"      ✿ Any Pronouns ! 
     White • 15
  「十分に先延ばしにして、行こう！」
   
   
   "
1918,2021-06-18 20:46:46+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Please do your research first if you read or see something about vaccines or #covid19 that sounds unusual.

Spreading disinfo means people won’t get vaccinated out of fear.

That will lead to more deaths.

America’s Frontline Doctors: not to be trusted.

https://t.co/Jy0KGpRqrs https://t.co/1yq1ER5FcQ",0.31666666666666665,0.611111111111111,en,21,19.0,jomareewade,46184,49926,,,,"The Bebop, #GeeksResist HQ"
1919,2021-06-18 20:46:49+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",What we saw unfolding in india has now begun ravaging Uganda. And this will continue until vaccines are equitably available! I am struggling to make sense of the world these days. We learned a lot with India’s 2nd wave - those lessons should be broadly applicable. @IndiaCOVIDSOS,0.1875,0.23750000000000002,en,98,42.0,anshulkundaje,8891,1446,,,,"Stanford, CA"
1920,2021-06-18 20:46:53+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","🚨Africa is ""in the midst of a full-blown third wave"" of coronavirus, the head of @WHOAFRO has warned

Cases have risen across the continent by more than 20% and deaths have also risen by 15% in the last week

@jriggers reports ~ 🧵
https://t.co/CRDhqPHFWM",0.16666666666666666,0.18888888888888888,en,583,648.0,marcjack845,131,442,,,,springs NY
1921,2021-06-18 20:46:58+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","We are dying! Ugandans need the world to stand with them. We need oxygen, PPEs, #COVID19 vaccines and money to pay our over-stretched health workers.
World, we need each other! 

Oxygen failure kills 30 Covid patients at Mulago  https://t.co/o1K0IUGf6Z via @DailyMonitor",-0.23645833333333335,0.3375,en,938,529.0,anshulkundaje,8891,1446,,,,"Stanford, CA"
1922,2021-06-18 20:47:02+00:00,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",,0.0,0.0,,0,,PuneUpdater,88,0,,,,
1923,2021-06-18 20:47:06+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","""Africa is in the midst of a full-blown third wave,"" @MoetiTshidi said. ""The sobering trajectory of surging cases should draw everyone to urgent action. 

“We've seen, in India and elsewhere, how quickly Covid-19 can rebound and overwhelm health systems""
https://t.co/CemRZeIDYr",0.14444444444444446,0.19999999999999998,en,285,257.0,marcjack845,131,442,,,,springs NY
1924,2021-06-18 20:47:32+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,,0,,TrrJane,984,1013,,,,
1925,2021-06-18 20:47:34+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",0.13333333333333333,0.45555555555555555,en,411,201.0,DaveoftheR,1224,1730,,,,"Lancashire, Europe "
1926,2021-06-18 20:47:36+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Indeed, it isn’t instant! It takes 2 weeks to become fully vaccinated after receiving your final dose of a #COVID19 vaccine. Mark your calendars 📅 &amp; wear a mask until you’re fully protected.",0.0,0.8333333333333333,en,203,84.0,missjoy1965,6308,6861,,,,S.E. United States
1927,2021-06-18 20:47:39+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","In this interview, I discuss the possible lab origin of SARS-CoV-2, the insanity of lockdowns, and how COVID-19 vaccines are being forced on people.
#SARSCoV2 #COVID19 #Lockdown #Vaccines
https://t.co/EUHZd1qzl0",-0.15000000000000002,0.6,en,7,4.0,Anniba65Nicolas,122,401,,,,
1928,2021-06-18 20:48:01+00:00,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,0.0,0.0,,0,,ACLatAm,10467,2046,False,,,"Washington, DC"
1929,2021-06-18 20:48:01+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",BioCubaFarma says phase 3 clinical trial results for #Cuban #COVID19 #vaccines are due out in a few days. Soberana02 (with and without booster) and Abdala were tested in 85K+ volunteers in Havana and eastern Cuba. @BioCubaFarma @FinlayInstituto @cda_dc @WOLA_org @aperezriverol https://t.co/GkrwLdJX1M,-0.1625,0.2375,en,70,41.0,TinkerTailor534,882,652,,,,
1930,2021-06-18 20:48:45+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",What we saw unfolding in india has now begun ravaging Uganda. And this will continue until vaccines are equitably available! I am struggling to make sense of the world these days. We learned a lot with India’s 2nd wave - those lessons should be broadly applicable. @IndiaCOVIDSOS https://t.co/w750DIQBqG,0.1875,0.23750000000000002,en,98,43.0,eppcan,1449,1223,,,,
1931,2021-06-18 20:48:48+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,,0,,ECA_OFFICIAL,111491,1923,False,,,"Addis Ababa, Ethiopia"
1932,2021-06-18 20:48:48+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","How do we know #COVID19 vaccines are safe?

CDC &amp; @US_FDA have safety monitoring systems to make sure every vaccine is as safe as possible. One system, VAERS, records adverse events from patients and doctors and can signal a potential safety issue. More: https://t.co/xSe61xdKcE. https://t.co/MEreGYnKPK",0.3333333333333333,0.7314814814814815,en,89,48.0,GCHD_MI,473,136,,,,"Flint, Michigan"
1933,2021-06-18 20:48:53+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,en,190,121.0,Skkyy__,743,784,False,,,France/ Egypt
1934,2021-06-18 20:48:58+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",".@ECA_OFFICIAL &amp; @SongweVera welcome today's news of @antonioguterres appointment for a second leadership term at the helm of the @UN. Together we can make a difference in #Africa under your leadership, esp #silencingtheguns, beat #COVID19 #ClimateChange &amp; other ills. @SongweVera https://t.co/8tsqHiz0G5",0.225,0.425,en,1,1.0,ECA_OFFICIAL,111491,1923,,,,"Addis Ababa, Ethiopia"
1935,2021-06-18 20:49:01+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","This is happening now. We knew this was coming and have had months to scale up production. 

It's very difficult not to see lack of urgency in producing vaccines as profit over lives that could be saved. It's callous, cruel even, and will have profound inter-generational impact.",-0.5222222222222223,1.0,en,11,8.0,jijinjohn,372,565,,,,
1936,2021-06-18 20:49:06+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""Africa needs millions more doses here &amp; now to curb the third wave.""

In the midst of a third wave of #COVID19 cases in #Africa, Dr @MoetiTshidi calls out for much-needed COVID-19 vaccine doses during this critical time. https://t.co/KUDPXpqq22",0.125,0.325,en,75,62.0,aeyakuze,28871,1441,,,,Dar es Salaam - Tanzania
1937,2021-06-18 20:49:33+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,,0,,phylogenomics,61686,12152,,,,"Davis, CA, USA"
1938,2021-06-18 20:49:50+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,,0,,Secondarychaos,26,70,,,,"Austin, TX"
1939,2021-06-18 20:49:52+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,,0,,howell_tp,6,75,False,,,
1940,2021-06-18 20:50:00+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Good thread here on Delta. I share his frustration with the delayed response. 

And didn’t realize there was such a drop in effectiveness of vaccines against Delta in older populations.",0.28888888888888886,0.4777777777777778,en,5,1.0,NikiLouWho,66,139,,,,
1941,2021-06-18 20:50:09+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,4,1.0,lisa_rae7,137,304,False,,,"London, Ontario, Canada"
1942,2021-06-18 20:50:13+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","11) But is it just a SinoVac issue though? Unclear, in a Calgary 🇨🇦 hospital, or the 6 #DeltaVariant infected healthcare workers, 5 were fully vaccinated with 2 doses of mRNA vaccines too. That sparked infection across different units of the hospital. Delta is a problem.",0.0,0.6,en,121,63.0,spennington33,10530,11580,,,,Timnath Colorado
1943,2021-06-18 20:50:27+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,,0,,ECA_OFFICIAL,111491,1923,,,,"Addis Ababa, Ethiopia"
1944,2021-06-18 20:50:42+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","South Africa has recorded 10 510 new #coronavirus cases bringing the total to 1 796 589. The Department of Health has also reported 118 more deaths, bringing the total to 58 411. https://t.co/ipdMNdWmPV",0.1590909090909091,0.6136363636363636,en,47,35.0,Lekker34104396,5,35,,,,
1945,2021-06-18 20:50:44+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",".@ECA_OFFICIAL &amp; @SongweVera welcome today's news of @antonioguterres appointment for a second leadership term at the helm of the @UN. Together we can make a difference in #Africa under your leadership, esp #silencingtheguns, beat #COVID19 #ClimateChange &amp; other ills. @SongweVera https://t.co/8tsqHiz0G5",0.225,0.425,en,4,2.0,OlumideIDOWU,40874,32670,,,,Africa
1946,2021-06-18 20:50:50+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",BioCubaFarma says phase 3 clinical trial results for #Cuban #COVID19 #vaccines are due out in a few days. Soberana02 (with and without booster) and Abdala were tested in 85K+ volunteers in Havana and eastern Cuba. @BioCubaFarma @FinlayInstituto @cda_dc @WOLA_org @aperezriverol https://t.co/GkrwLdJX1M,-0.1625,0.2375,en,70,42.0,DrJCHdezPerera1,143,314,,,,"La Habana, Cuba"
1947,2021-06-18 20:50:57+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Yes - China - the country that originated #CoVID19 though how is not clear yet - is now conning the poorest most vulnerable and desperate  countries with its second rate vaccines that barely pass @WHO standards + little transparency on efficacy data,-0.11249999999999998,0.4261904761904762,en,1,1.0,uGA3nbgULrKqxHy,485,947,,,,"الرياض, المملكة العربية السعود"
1948,2021-06-18 20:51:06+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,en,72,17.0,Tatiboi_,451,488,,,,"Johannesburg, South Africa"
1949,2021-06-18 20:51:07+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",DIRTY DEEDS  New Mask Study’s Dirty Secret; Rock Stars Rebel!; Rise in Chronic Illness; Covid Vaccine Injury Puts Ahmed’s Life on Hold; Dr. Roger Hodkinson’s Biggest Concerns about Covid Vaccines   #Masks #Covid19 #Myocarditis #DrHodkinson #DelBigtree https://t.co/w2SmI2Zc9c,-0.3909090909090909,0.6886363636363637,en,478,286.0,leitch_allison,158,398,,,,
1950,2021-06-18 20:51:23+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,,0,,DrShaneRRR,6009,3435,,,,"Melbourne, Australia"
1951,2021-06-18 20:51:23+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","The world has come together like never before to develop and deploy #COVID19 vaccines

Make sure to watch this @BBCTwo Horizon Special which follows scientists, including from three programs funded by CEPI, who worked around the clock on this endeavour 1/2
https://t.co/THN2j6bTV0",0.4285714285714286,0.7301587301587301,en,6,4.0,gabimondini_,2,30,,,,"London, England"
1952,2021-06-18 20:51:38+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","As of June 17th, T&amp;T has administered 201,313 doses of a WHO-approved #COVID19 vaccine. The country has approximately 56% of available stock remaining.

In Tobago, that number is lower at 15% (June 17th) with 3,000 Sinopharm doses arriving on Monday.

https://t.co/9NsIhQXxpU https://t.co/cVGwSlnmxl",0.0,0.5,en,117,35.0,triniempress_13,618,1133,,,,
1953,2021-06-18 20:51:56+00:00,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",0.13333333333333333,0.45555555555555555,en,411,202.0,pennygalesa,560,1034,,,,Cardiff
1954,2021-06-18 20:52:02+00:00,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",,0.0,0.0,,0,,PuneUpdater,88,0,,,,
1955,2021-06-18 20:52:02+00:00,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",,0.0,0.0,,0,,PuneUpdater,88,0,,,,
1956,2021-06-18 20:52:15+00:00,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","Join us and @GovCanHealth on June 23 for our upcoming  #COVID19 webinar.

This webinar will inform health care providers on national surveillance measures and effects of vaccines on variants internationally and in Canada.

https://t.co/wBLrCJx3Vy https://t.co/H35GGLLWbs",0.0,0.0,en,8,16.0,hdrn_rrds,504,118,,,,
1957,2021-06-18 20:52:25+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,en,193,122.0,HabebaSan2,160,504,False,,,Egypt
1958,2021-06-18 20:52:26+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Former Pfizer VP and Virologist, Dr. Michael Yeadon, is one of the most credentialed medical professionals speaking out about the dangers of the #Covid19 vaccines, breaks down his “list of lies” that keeps him up at night. https://t.co/LSE8CrKdqn",0.08611111111111111,0.19722222222222224,en,1581,901.0,TheEicb,1075,2366,,,,
1959,2021-06-18 20:52:26+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",0.13333333333333333,0.45555555555555555,en,411,203.0,InaudibleMum,3146,3736,,,,"Now Kent, ever European Union"
1960,2021-06-18 20:52:26+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,,0,,PavelFilip1,2,3,False,,,
1961,2021-06-18 20:52:47+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","The number of coronavirus-related deaths in Africa has surpassed the 136,000 mark as the continent amid fears of a worsening situation.
https://t.co/mZtZ24LHLU",0.0,0.0,en,5,5.0,Vita80507791,1221,157,,,,
1962,2021-06-18 20:52:49+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","""Africa needs millions more doses here &amp; now to curb the third wave.""

In the midst of a third wave of #COVID19 cases in #Africa, Dr @MoetiTshidi calls out for much-needed COVID-19 vaccine doses during this critical time. https://t.co/KUDPXpqq22",0.125,0.325,en,75,63.0,ONEAftershocks,342,776,,,,
1963,2021-06-18 20:52:50+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",This man mis-lead the people about #Covaxin Vaccine. Currently  #BharatBiotech  is only indian company successfully produced vaccine for #COVID19 in india. Do you know anything about Vaccine production or science behind it ? (1/4),0.0875,0.7625,en,12,6.0,AgrawalSadhuram,1099,2002,,,,Bangalore
1964,2021-06-18 20:52:53+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,,0,,Mikelee47395042,0,5,,,,Mount pony
1965,2021-06-18 20:52:53+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,en,193,123.0,LordeBarrington,5338,996,False,,,twilight zone
1966,2021-06-18 20:52:54+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","🚨Africa is ""in the midst of a full-blown third wave"" of coronavirus, the head of @WHOAFRO has warned

Cases have risen across the continent by more than 20% and deaths have also risen by 15% in the last week

@jriggers reports ~ 🧵
https://t.co/CRDhqPHFWM",0.16666666666666666,0.18888888888888888,en,583,649.0,zsabsz,864,723,,,,theGag
1967,2021-06-18 20:52:57+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,,0,,JoeNJMusicFan,18,96,False,,,
1968,2021-06-18 20:53:11+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",DIRTY DEEDS  New Mask Study’s Dirty Secret; Rock Stars Rebel!; Rise in Chronic Illness; Covid Vaccine Injury Puts Ahmed’s Life on Hold; Dr. Roger Hodkinson’s Biggest Concerns about Covid Vaccines   #Masks #Covid19 #Myocarditis #DrHodkinson #DelBigtree https://t.co/w2SmI2Zc9c,-0.3909090909090909,0.6886363636363637,en,479,286.0,skywatchdude,22,107,,,,
1969,2021-06-18 20:53:15+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,en,7,3.0,Greencateyes41,335,521,False,,,
1970,2021-06-18 20:53:15+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Yet another amazingly qualified and courageous doctor, Roger Hodkinson, speaks out against the crazy government policy responses to COVID.  I have condensed his 45 minutes on The Hirewire to 6 Twitter size edits, starting with an overview of interventions and vaccines. https://t.co/WcVq32s9WD",3.700743415417188e-17,0.6333333333333334,en,574,378.0,MidGalakcy,196,148,,,,
1971,2021-06-18 20:53:27+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@POTUS ⚕️ Learn from the Experts at @CDCgov

✅ For the BEST PROTECTION against #COVID19, @CDCgov recommends getting Two (2) Doses of mRNA #COVID19 #Vaccine

⚠️ Getting One (1) Dose of an mRNA #COVID19 #Vaccine only offers some protection against #COVID19

🖥️ https://t.co/0jgAi5k0vC https://t.co/K2pAcJVPdC",0.3666666666666667,0.43333333333333335,en,3,2.0,Rosenchild,13363,12137,,,,"New York, NY"
1972,2021-06-18 20:53:28+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SA #COVID19 Vaccinations Stats: 18 June 2021

Surpassed 2M mark for vaccines administered
Another all-time high! Nearing 100k daily doses

Administered Today: 95 247
Total Administered: 2 069 346
Remaining: 1 641 134 https://t.co/xvAllreVJn",0.06666666666666667,0.43,en,8,3.0,candy_day,64,128,,,,
